filename,label,category
lbUowsPwrio_000169.mp4,playing clarinet,music
i9lYH6WC1ko_000050.mp4,"child speech, kid speaking",speech
DuILhzKW_Tg_000040.mp4,playing accordion,music
BE1gj7PG2q4_000040.mp4,playing accordion,music
wTL-zDzaIgs_000167.mp4,"child speech, kid speaking",speech
iKxYxoxe-WE_000030.mp4,playing accordion,music
0M-hPUiNVks_000020.mp4,"female speech, woman speaking",speech
qnwH0b2XvGk_000000.mp4,dog barking,others
90epcLGmsoo_000030.mp4,playing clarinet,music
Yq7yLrlAE1A_000520.mp4,dog barking,others
j1xMc-c6UKE_000160.mp4,"child speech, kid speaking",speech
Atcky5LgjuY_000030.mp4,"male speech, man speaking",speech
7B0sU98CrKY_000030.mp4,"male speech, man speaking",speech
Ak68t2pvwo8_000110.mp4,dog barking,others
cLdIcx2YQHk_000150.mp4,playing accordion,music
2TkdxEYOXok_000030.mp4,playing accordion,music
Cr7RcuI77_8_000000.mp4,dog barking,others
40N2Tjm4UBo_000030.mp4,"female speech, woman speaking",speech
wTpjHREs0PE_000080.mp4,playing clarinet,music
W1ke0gAUSS0_000030.mp4,playing accordion,music
zdPLclTR__U_000010.mp4,"female speech, woman speaking",speech
LkHjkS3B1eg_000040.mp4,playing piano,music
rO5l-XS96V0_000010.mp4,"male speech, man speaking",speech
UE6Xc6JL220_000030.mp4,"female speech, woman speaking",speech
bLc18GgFNwA_000070.mp4,dog barking,others
bAFZSUkT8i4_000000.mp4,playing clarinet,music
QdwQNxVevng_000550.mp4,"female speech, woman speaking",speech
KsCTrf8ckM8_000343.mp4,playing clarinet,music
dvlsco7ux4g_000140.mp4,"child speech, kid speaking",speech
AVIBIHvksEc_000030.mp4,"female speech, woman speaking",speech
8zSDtubkLVA_000240.mp4,playing piano,music
ONAZ4fHztLo_000085.mp4,"child speech, kid speaking",speech
KwAYH7iZdKI_000070.mp4,"female speech, woman speaking",speech
C8ElWlzslO0_000030.mp4,"male speech, man speaking",speech
IoXjbXTcpdo_000420.mp4,playing clarinet,music
ABb5rX5Zlpk_000030.mp4,"male speech, man speaking",speech
erY63EcMrY8_000015.mp4,dog barking,others
LzxvUL6YSAU_000027.mp4,dog barking,others
7Gtxu-guFo0_000320.mp4,playing piano,music
1049Y7NnN5E_000216.mp4,playing accordion,music
MtzlIR9yzwo_000100.mp4,"child speech, kid speaking",speech
aRIn4E2KqS4_000330.mp4,playing accordion,music
Xr2dyZHhuZ4_000030.mp4,playing accordion,music
2BZuRp7rwXY_000030.mp4,"male speech, man speaking",speech
HB3Jla4Apjs_000020.mp4,playing accordion,music
7U5V5Teqo8Q_000000.mp4,dog barking,others
vvRvW_uDDNs_000197.mp4,playing accordion,music
BwC5dq37NKA_000230.mp4,"child speech, kid speaking",speech
Xd_OgKUCBqQ_000030.mp4,thunder,others
IQny6DpIkNU_000040.mp4,"female speech, woman speaking",speech
7qpEB7HzQDw_000030.mp4,"male speech, man speaking",speech
eOwmi6LcKRU_000030.mp4,playing piano,music
7jRIBD4n_Kc_000030.mp4,"male speech, man speaking",speech
Vr7nrH9-QGI_000030.mp4,playing accordion,music
CKWk27SiyoI_000030.mp4,"female speech, woman speaking",speech
wqJRCkuNCgA_000100.mp4,playing clarinet,music
DBZyRBNb3no_000106.mp4,playing clarinet,music
sjy7igy9mto_000003.mp4,playing clarinet,music
OQ_qSVfuyss_000020.mp4,"child speech, kid speaking",speech
yD2NHPO8yEE_000070.mp4,"child speech, kid speaking",speech
62FGR8Y-Ovc_000030.mp4,"female speech, woman speaking",speech
HAJ_uf3kIyw_000030.mp4,dog barking,others
YXaFwV7HEhA_000030.mp4,playing piano,music
2a4Edl7MslM_000030.mp4,playing clarinet,music
fLyz28viow4_000000.mp4,playing piano,music
61IgT8GXMcE_000030.mp4,"male speech, man speaking",speech
9Ixh4cJNPHE_000050.mp4,playing piano,music
3PWJjg065DM_000030.mp4,"female speech, woman speaking",speech
wvdoDP4gBZU_000080.mp4,"child speech, kid speaking",speech
zRZWwoI-jc8_000270.mp4,"child speech, kid speaking",speech
IAIDjULy7kg_000020.mp4,"child speech, kid speaking",speech
ylpHEZ8GMjU_000073.mp4,playing clarinet,music
3OaA66aX8qA_000040.mp4,"child speech, kid speaking",speech
mdLD3Khu5k4_000030.mp4,dog barking,others
abz1A-dAcMo_000014.mp4,playing accordion,music
5CySeMZdLeo_000030.mp4,"female speech, woman speaking",speech
G0-fYCo9Chs_000470.mp4,"female speech, woman speaking",speech
oN8Pzz4GYY8_000100.mp4,thunder,others
ulrgCCh3sUw_017678.mp4,thunder,others
jH6kJzjI6mA_000010.mp4,"child speech, kid speaking",speech
b0_E8BuN89s_000091.mp4,dog barking,others
0VGU1MvIcvM_000030.mp4,"male speech, man speaking",speech
q9Yx9c8oNfU_000100.mp4,"female speech, woman speaking",speech
c6Y91zNAVsQ_000070.mp4,playing accordion,music
15OWGo5QhDU_000000.mp4,playing clarinet,music
WUXVnqrfy6Q_000200.mp4,"female speech, woman speaking",speech
cei1eoY4BNM_000216.mp4,playing accordion,music
afJFNGBfNgU_000070.mp4,playing accordion,music
6IPmRw72aR8_000320.mp4,thunder,others
8vm17atjKdo_000030.mp4,"male speech, man speaking",speech
84BIw9pcaE8_000030.mp4,"female speech, woman speaking",speech
09qUhBfyFcc_000140.mp4,playing piano,music
CddwjqfAuJo_000040.mp4,playing accordion,music
CfJDYeKdWXs_000030.mp4,"male speech, man speaking",speech
yGOaUq7mkq8_000340.mp4,"female speech, woman speaking",speech
K7WkLJGDOAs_000240.mp4,"child speech, kid speaking",speech
9l0yZyQ7GY4_000010.mp4,dog barking,others
3GA8zFujOFU_000030.mp4,"female speech, woman speaking",speech
T0fXA2mXjgE_000080.mp4,playing piano,music
9pRKZewWhbQ_000150.mp4,"female speech, woman speaking",speech
H-mf2A8uNPI_000053.mp4,playing clarinet,music
1-cWNpmCEyk_000100.mp4,"male speech, man speaking",speech
-W3FJk77hQA_000030.mp4,"female speech, woman speaking",speech
67yYlKfBMTw_000030.mp4,dog barking,others
EgwVw8cEJHg_000003.mp4,dog barking,others
9gpK5qIdxSc_000280.mp4,"child speech, kid speaking",speech
hXJvRUN6Z3M_000130.mp4,thunder,others
oVGBl42aKfQ_000080.mp4,playing clarinet,music
ATUepOczDfg_000030.mp4,"female speech, woman speaking",speech
uyfsSz09TBs_000040.mp4,playing clarinet,music
pPNdzlgkG3M_000033.mp4,playing clarinet,music
03giUeNMTwk_000124.mp4,playing accordion,music
fN73vXZ1VHo_000000.mp4,"child speech, kid speaking",speech
DhqKRSESQmk_000090.mp4,playing piano,music
8j3Gmke2040_000554.mp4,playing accordion,music
gJiPsXbdcos_000030.mp4,playing accordion,music
iN3jUaGIa4c_000003.mp4,playing clarinet,music
vPnMtK7igLc_000330.mp4,playing accordion,music
evv-nZ0KlBY_000200.mp4,playing piano,music
sZEDSxpzS8I_000111.mp4,playing clarinet,music
ZC9jCzAYl54_000030.mp4,"child speech, kid speaking",speech
XuLVZvLSEg8_000080.mp4,playing clarinet,music
fTto3sY3LH8_000030.mp4,playing piano,music
BTY5tEwm-54_000283.mp4,playing clarinet,music
pQOnmZNBDG8_000150.mp4,playing clarinet,music
4s4raXsk9jk_000110.mp4,"child speech, kid speaking",speech
ULWA4lQq3-Y_000030.mp4,playing piano,music
A9HzsP-fdJw_000030.mp4,"male speech, man speaking",speech
NcCDl3fb7zM_000160.mp4,playing clarinet,music
DdWA7ekn6fw_000030.mp4,playing accordion,music
K90il4zYfI4_000080.mp4,playing accordion,music
LPmkUnCv6ow_000020.mp4,dog barking,others
el2o1SFjYMk_000160.mp4,playing piano,music
4kfV8c7ibDc_000030.mp4,"male speech, man speaking",speech
Q1L7bmVBEsA_000000.mp4,playing clarinet,music
Jj3m7cpGP7c_000130.mp4,playing piano,music
kf22EGp7H6w_000210.mp4,playing clarinet,music
5oseYvmykn8_000030.mp4,"female speech, woman speaking",speech
gRZ72AXj3Ic_000000.mp4,dog barking,others
-aeUUfbla8c_000030.mp4,"male speech, man speaking",speech
AmO3EWBS4AU_000010.mp4,playing accordion,music
Tjw9-Ep6Q-o_000070.mp4,thunder,others
3aE6hmaU0Og_000030.mp4,"female speech, woman speaking",speech
2eNxilyt7-o_000160.mp4,"female speech, woman speaking",speech
ip5lXT8DtS0_000176.mp4,playing clarinet,music
Y6v_sHpYZpU_000030.mp4,dog barking,others
mYui2825W1Q_000030.mp4,thunder,others
noN-X3-9ycA_000130.mp4,"child speech, kid speaking",speech
nvBGbgar9lY_000190.mp4,"child speech, kid speaking",speech
VMazAn03018_000060.mp4,playing clarinet,music
0_RiXhTYRp4_000030.mp4,thunder,others
7K_b3az99sE_000180.mp4,"child speech, kid speaking",speech
PVPA6TjLGEk_000030.mp4,"male speech, man speaking",speech
9oHmRkrKkbE_000030.mp4,"male speech, man speaking",speech
O2vKxl93gLI_000000.mp4,"child speech, kid speaking",speech
cFN8NtTrYzA_000030.mp4,playing piano,music
RwgeQ24mCc0_000090.mp4,"female speech, woman speaking",speech
GP2gLv8W5TU_000010.mp4,"female speech, woman speaking",speech
7-3hcXY0pyk_000030.mp4,"female speech, woman speaking",speech
HJtntCh7ljc_000010.mp4,playing clarinet,music
JcXhB_4B32o_000090.mp4,playing clarinet,music
YqB4EDfvWYU_000470.mp4,"child speech, kid speaking",speech
-YnLGckapW8_000028.mp4,"male speech, man speaking",speech
8wailHX-45Y_000030.mp4,"female speech, woman speaking",speech
Lc4VMtlYHyU_000320.mp4,playing clarinet,music
CuDp-JiDYA8_000020.mp4,playing piano,music
VGJAr9bj4CE_000240.mp4,playing clarinet,music
OdLcbH2H_zI_000085.mp4,playing accordion,music
NIGUHO-neJ4_000108.mp4,playing clarinet,music
oIiZRSVFSz0_000000.mp4,dog barking,others
4U0R7kfADeQ_000030.mp4,"female speech, woman speaking",speech
lMylfL8Alvc_000000.mp4,playing accordion,music
bbSON75XvDw_000190.mp4,"male speech, man speaking",speech
6WukkRfO6Ok_000030.mp4,playing accordion,music
_gJrRO59Fu0_000110.mp4,"child speech, kid speaking",speech
y6mRkUalifU_000260.mp4,playing piano,music
_85pICPKllc_000003.mp4,playing clarinet,music
7Yapsal2IPw_000010.mp4,"female speech, woman speaking",speech
7QOwGFo2_f4_000030.mp4,"male speech, man speaking",speech
-0NxpZlO348_000030.mp4,"male speech, man speaking",speech
T19Xf5-OTHw_000130.mp4,playing piano,music
omtdgxNTp_0_000000.mp4,thunder,others
FDbcRUR4YlU_000008.mp4,playing clarinet,music
5CYlRT61tDM_000030.mp4,"male speech, man speaking",speech
jM8mWr6Hcsw_000290.mp4,playing accordion,music
cxmYcIGBZDs_000030.mp4,playing accordion,music
HpWgE39uRzE_000180.mp4,thunder,others
nspWMNd-SuU_000020.mp4,"child speech, kid speaking",speech
g2Iwls9IcJw_000080.mp4,"child speech, kid speaking",speech
XBAIYAMgFNk_000290.mp4,"male speech, man speaking",speech
8MKTRCRz5mU_000030.mp4,"male speech, man speaking",speech
SL6euTEK8zA_000220.mp4,"child speech, kid speaking",speech
0Tivp8xsPRs_000520.mp4,playing clarinet,music
4Rto9BkNv-Y_000030.mp4,"child speech, kid speaking",speech
7bHrke6zbLk_000011.mp4,dog barking,others
hQL13rxPGMw_000120.mp4,thunder,others
xe_a0xa4CxQ_000000.mp4,"child speech, kid speaking",speech
5mKeXmRMRZw_000030.mp4,"female speech, woman speaking",speech
30x4aq1KIYc_000050.mp4,playing piano,music
8ksqWdaIixQ_000090.mp4,playing accordion,music
SyNmN3IeUAo_000010.mp4,"male speech, man speaking",speech
-OPRa24qEEc_000030.mp4,"male speech, man speaking",speech
JWK8BuAka5k_000119.mp4,playing accordion,music
nWxv5SZbPe8_000030.mp4,dog barking,others
ZAOJMstH3Fk_000000.mp4,dog barking,others
YmIr6Y6I134_000040.mp4,playing accordion,music
frlGLvIWMyA_000342.mp4,playing accordion,music
32B2dMr5RgM_000030.mp4,"female speech, woman speaking",speech
3ElKuXGla14_000030.mp4,"male speech, man speaking",speech
jV9R6aA7PIA_000120.mp4,playing clarinet,music
uYYiY5rDdec_000010.mp4,"child speech, kid speaking",speech
9mDiiYxiqiY_000030.mp4,"male speech, man speaking",speech
CT7g7sAE4cw_000030.mp4,"female speech, woman speaking",speech
Ns4zk8Ku14k_000050.mp4,playing piano,music
vHe39ubLBts_000030.mp4,dog barking,others
wejhPsRI3nQ_000110.mp4,playing clarinet,music
6zGSFN2LhRQ_000030.mp4,playing accordion,music
0bedv8B0ve0_000031.mp4,playing accordion,music
AMAJIWtymS0_000030.mp4,"child speech, kid speaking",speech
GcHD3-ZHBxI_000010.mp4,playing piano,music
DABOvMaFtLo_000030.mp4,"male speech, man speaking",speech
5NdfOWJrMFI_000006.mp4,"male speech, man speaking",speech
-lcj05dsI2Y_000030.mp4,playing piano,music
snCeyazbGLM_000757.mp4,playing clarinet,music
uURC7InX6iY_000267.mp4,playing clarinet,music
hUom6KvN6q0_000030.mp4,playing accordion,music
CXdsBxwn9II_000030.mp4,"male speech, man speaking",speech
qZA2cul87_8_000000.mp4,playing piano,music
3DyvjQ9_PVk_000000.mp4,"child speech, kid speaking",speech
5jph2RE5Uek_000030.mp4,"female speech, woman speaking",speech
1whTa9mxOqI_000030.mp4,"female speech, woman speaking",speech
bH6nmYWNElY_000030.mp4,playing accordion,music
GD3bzCHkpTA_000082.mp4,playing clarinet,music
uAlsygV7DQo_000023.mp4,dog barking,others
EEuKcyoxLps_000150.mp4,"female speech, woman speaking",speech
Zr1zqqh3IWE_000080.mp4,playing piano,music
4WZbxYGy3As_000030.mp4,"male speech, man speaking",speech
am372dQMa9M_000380.mp4,"female speech, woman speaking",speech
gpnzui_JNhc_000010.mp4,playing piano,music
5NyPGl178o0_000170.mp4,playing clarinet,music
VpbReRLggO0_000030.mp4,"male speech, man speaking",speech
E3j3pcyV5O8_000000.mp4,playing accordion,music
ATcH92OUm44_000030.mp4,"female speech, woman speaking",speech
M6XAA4Rz1vs_000090.mp4,playing piano,music
DovxSnOx6jQ_000030.mp4,"female speech, woman speaking",speech
im-KxmkghO0_000450.mp4,"female speech, woman speaking",speech
8Cl-_ONJOes_000030.mp4,"male speech, man speaking",speech
7v8U7bnY2TQ_000060.mp4,"child speech, kid speaking",speech
KBe_34WblIM_000030.mp4,thunder,others
XQxg6QO-vH8_000090.mp4,thunder,others
Zg2BGeb6VvE_000530.mp4,"child speech, kid speaking",speech
gVfiLcBFKuQ_000060.mp4,playing accordion,music
lFXqsDdx13g_000090.mp4,playing piano,music
e5mNnH2ZSA8_000140.mp4,"child speech, kid speaking",speech
dn9U54X-WF8_000040.mp4,playing piano,music
p_ODYFHGsfw_000090.mp4,"child speech, kid speaking",speech
fJLVrd8SsV8_000002.mp4,playing accordion,music
aWCFMYTO0Ts_000030.mp4,"child speech, kid speaking",speech
b53wkgVoCE0_000110.mp4,"child speech, kid speaking",speech
Wg0zlbW9Iws_000070.mp4,playing accordion,music
i2Xj46WU4n8_000180.mp4,playing piano,music
nuZi57LcDyw_000110.mp4,playing accordion,music
i46pu574b8k_000200.mp4,playing piano,music
DSir0_W7SFg_000530.mp4,"child speech, kid speaking",speech
g4JxP8IV3rs_000010.mp4,playing piano,music
2iJxfPLfn1A_000300.mp4,"child speech, kid speaking",speech
CZ5U_N4sB4s_000010.mp4,"child speech, kid speaking",speech
Camg3w9ElXc_000120.mp4,"child speech, kid speaking",speech
BP2HxUGBnNs_000030.mp4,"female speech, woman speaking",speech
faUQnyuIb94_000263.mp4,"female speech, woman speaking",speech
8FuapXeWka0_000030.mp4,"male speech, man speaking",speech
AOBjD68ONNg_000040.mp4,dog barking,others
0_ppreuPMuk_000170.mp4,playing piano,music
f8yE0JezHwU_000180.mp4,"female speech, woman speaking",speech
5oyJb-UZKjQ_000030.mp4,"male speech, man speaking",speech
GVb9Wn-qacI_000030.mp4,"child speech, kid speaking",speech
8AYJjFBJ-tk_000030.mp4,"male speech, man speaking",speech
N4Vb_fOKwLo_000000.mp4,playing clarinet,music
Cgk6FEWKwDU_000200.mp4,"child speech, kid speaking",speech
YViXLTSwhvM_000270.mp4,playing clarinet,music
U-NVFRJ0M9A_000160.mp4,"female speech, woman speaking",speech
zRMqr-UWlww_000060.mp4,playing accordion,music
qKgPXoKKcZo_000330.mp4,playing piano,music
9-yskx0FeyM_000030.mp4,"male speech, man speaking",speech
cpFy9zv3FB8_000060.mp4,"child speech, kid speaking",speech
1Ny2V_DJIrQ_000030.mp4,"male speech, man speaking",speech
jZOPohTuvbk_000000.mp4,playing piano,music
86rl838HaRY_000030.mp4,"female speech, woman speaking",speech
2J95Q20om8M_000130.mp4,thunder,others
z4IN1gzDDwU_000056.mp4,"child speech, kid speaking",speech
AzjqZPcuclg_000060.mp4,playing piano,music
aXwdGNQxBkg_000020.mp4,dog barking,others
Jo8il_Kg_j8_000050.mp4,thunder,others
5joY7-fda8I_000080.mp4,thunder,others
5qa36TlCba4_000230.mp4,playing clarinet,music
hCQC87nOR9g_000040.mp4,playing piano,music
uiYccCiuetg_000420.mp4,"female speech, woman speaking",speech
26fwubrQ2qc_000050.mp4,"child speech, kid speaking",speech
I_I0aKu9hbs_000450.mp4,"child speech, kid speaking",speech
gY7iMh1bKQU_000290.mp4,"child speech, kid speaking",speech
m4YdXBcwe4M_000420.mp4,playing piano,music
vl7d2F9DmEk_000110.mp4,"female speech, woman speaking",speech
foGge065_kI_000000.mp4,"child speech, kid speaking",speech
UvM9TaCTuEY_000140.mp4,playing accordion,music
TDc6nyKl4vw_000010.mp4,dog barking,others
t0H6-IAHrnU_000009.mp4,playing clarinet,music
Fn95NMlpaBE_000160.mp4,playing accordion,music
v0zgQAp7EYw_000043.mp4,playing piano,music
miynxdubW4E_000480.mp4,playing piano,music
BWw6dgq07Qo_000096.mp4,playing clarinet,music
8DeC5hP6X2Q_000060.mp4,"child speech, kid speaking",speech
TgiKRm4qrsw_000000.mp4,playing accordion,music
DnP2EH_cWlQ_000030.mp4,"male speech, man speaking",speech
8LVjw42ng6o_000030.mp4,"female speech, woman speaking",speech
gRi0-hqHqB4_000012.mp4,dog barking,others
KXK8edltsYg_000410.mp4,"child speech, kid speaking",speech
cJTDchgcDbg_000016.mp4,dog barking,others
hbmfBT_vE1w_000120.mp4,playing piano,music
W_yBjcaKhyo_000110.mp4,playing accordion,music
Gor0hFplM-U_000070.mp4,dog barking,others
DdtwJHSw8SQ_000200.mp4,playing accordion,music
usxC3l2E9TY_000010.mp4,playing piano,music
xojzNzHGvJk_000010.mp4,"child speech, kid speaking",speech
j_QWNbsSGa0_000048.mp4,"female speech, woman speaking",speech
G3hj3PqGst4_000510.mp4,playing clarinet,music
a2gt6vtJ14E_000234.mp4,playing clarinet,music
AtgRtrqxxJ0_000030.mp4,"male speech, man speaking",speech
7jCWljBWjW4_000020.mp4,playing clarinet,music
Cutn-OnqkvU_000178.mp4,playing accordion,music
z-y7pThxjts_000010.mp4,dog barking,others
h2_mglEnvLQ_000030.mp4,"male speech, man speaking",speech
9LQSvE07_qw_000040.mp4,"child speech, kid speaking",speech
AbzzgPRsHMU_000021.mp4,"child speech, kid speaking",speech
OYf6-Z2OVe0_000120.mp4,"child speech, kid speaking",speech
vLLiaCDHSPY_000010.mp4,dog barking,others
pU4gppmFul0_000190.mp4,playing clarinet,music
Czg_9C7gw0o_000193.mp4,"female speech, woman speaking",speech
l465g01Qark_000080.mp4,dog barking,others
zM-jL2Xn6iw_000020.mp4,dog barking,others
3uegJAuXyG8_000030.mp4,"male speech, man speaking",speech
CvfiZI0thAA_000030.mp4,"female speech, woman speaking",speech
r3vv1FRjTFQ_000110.mp4,playing clarinet,music
6ONxAfhEnNk_000030.mp4,"male speech, man speaking",speech
dPpgoNlkbW8_000220.mp4,playing accordion,music
ggimwb8J_N4_000210.mp4,playing piano,music
zGeOcP14OGo_000030.mp4,playing clarinet,music
0RrBcotVa4Y_000010.mp4,"male speech, man speaking",speech
9tYEs5eu_Yk_000030.mp4,"male speech, man speaking",speech
sUn4NtvGqG8_000030.mp4,"child speech, kid speaking",speech
bmHo5nbDdQI_000350.mp4,"child speech, kid speaking",speech
35i-3XIn4ls_000114.mp4,dog barking,others
4Bsq5eJadDY_000030.mp4,"female speech, woman speaking",speech
v81yYiZTOtw_000067.mp4,playing accordion,music
2oE6A2_vlPg_000030.mp4,"female speech, woman speaking",speech
0I4jIbmmyrI_000030.mp4,"female speech, woman speaking",speech
G8BSfIQcDI0_000120.mp4,dog barking,others
lpwDhPO_ICk_000180.mp4,playing accordion,music
8K7I6HSCE2s_000030.mp4,"female speech, woman speaking",speech
DozDiVlLrgI_000000.mp4,"child speech, kid speaking",speech
EUE6wqfru9M_000030.mp4,"male speech, man speaking",speech
AzOcDuWeHhM_000010.mp4,"female speech, woman speaking",speech
CNQmjYx14Fo_000100.mp4,playing accordion,music
3D7k7cNcpe4_000000.mp4,"child speech, kid speaking",speech
8GLBACJNNg8_000030.mp4,"male speech, man speaking",speech
1XZHJgCwJ3w_000030.mp4,"female speech, woman speaking",speech
dZt-5TbPKqU_000060.mp4,"child speech, kid speaking",speech
bIBVkjZNuws_000010.mp4,thunder,others
HTIQiWoMLLE_000180.mp4,"child speech, kid speaking",speech
7DwnnywY58A_000030.mp4,"male speech, man speaking",speech
KT1-HSUceK8_000020.mp4,playing accordion,music
XcstlH8Rspw_000160.mp4,playing clarinet,music
88b577GQ21M_000030.mp4,"male speech, man speaking",speech
T_IA8K7xK8g_000085.mp4,playing clarinet,music
AjZ1pf1_7Ao_000030.mp4,"male speech, man speaking",speech
TIxtebTDjHo_000030.mp4,playing accordion,music
nwM26TM6cXY_000010.mp4,playing clarinet,music
l8-anMJtBZk_000000.mp4,dog barking,others
v0u60oXa8dA_000290.mp4,playing clarinet,music
vTAEyOXwRHI_000100.mp4,thunder,others
vaaJfMBzHYM_000090.mp4,playing clarinet,music
fxEjy08UpTU_000040.mp4,playing piano,music
TYJOm37J728_000090.mp4,"child speech, kid speaking",speech
AIT4gEfoqSM_000030.mp4,playing piano,music
YGnBo7nRrvc_000090.mp4,playing piano,music
rHNU6Tc8CJo_000060.mp4,playing piano,music
e_xdN0ajlLk_000020.mp4,dog barking,others
5RNE5OyxV4k_000160.mp4,playing piano,music
3LO8iqmX_LM_000030.mp4,dog barking,others
JBFvyolYWfA_000010.mp4,dog barking,others
5GxRtWeTn_I_000030.mp4,"female speech, woman speaking",speech
DarHbdHGNBE_000030.mp4,"male speech, man speaking",speech
TDH2u9feJPA_000030.mp4,dog barking,others
DPYOFo9xZmA_000030.mp4,"female speech, woman speaking",speech
5oMbn1p15Y8_000030.mp4,playing accordion,music
3dGlQW7xAsU_000030.mp4,"male speech, man speaking",speech
AEM4I_Sz0pU_000030.mp4,"child speech, kid speaking",speech
9PRh_Sku-hE_000030.mp4,"female speech, woman speaking",speech
0RoAsnTIm5Q_000030.mp4,"male speech, man speaking",speech
FO1CJtzzMRg_000020.mp4,dog barking,others
zirVk09rFiI_000080.mp4,playing piano,music
xJPrRpevxsA_000030.mp4,dog barking,others
joinzv6QACM_000380.mp4,playing piano,music
qd8LeEiahMM_000140.mp4,playing piano,music
BvrSn3EVXwo_000000.mp4,"child speech, kid speaking",speech
YecolP7djjY_000070.mp4,playing piano,music
8V-bS4JJv8I_000020.mp4,playing clarinet,music
4bmH5rXWS7I_000030.mp4,"male speech, man speaking",speech
JINh8It-OvM_000340.mp4,"male speech, man speaking",speech
tY0Mry_6fgw_000013.mp4,playing accordion,music
0Pk3d8Qn6p4_000060.mp4,playing accordion,music
2i5nFuAmZ6A_000030.mp4,"male speech, man speaking",speech
A-n3vzBoYAE_000030.mp4,"male speech, man speaking",speech
BCcdatk468s_000070.mp4,dog barking,others
-KwY9V7esWY_000050.mp4,"child speech, kid speaking",speech
5WplllrnLcY_000030.mp4,"female speech, woman speaking",speech
XvEXrv6_exs_000090.mp4,playing piano,music
Ac0OxSV8Nqk_000030.mp4,"female speech, woman speaking",speech
tkRqFjQ8AyE_000030.mp4,playing clarinet,music
HzVGh0xbPXI_000000.mp4,dog barking,others
V2lkKWoRAhA_000040.mp4,playing accordion,music
4-bUsb4JIE8_000030.mp4,"male speech, man speaking",speech
cnv0_PfmPqk_000038.mp4,playing clarinet,music
pzz6Uu3p2Hg_000010.mp4,playing piano,music
h6OG_MQqSAs_000296.mp4,playing accordion,music
4A6lj86QJ6s_000180.mp4,playing piano,music
nMjq01ktKQc_000221.mp4,playing accordion,music
cjdk4ItALAg_000080.mp4,"child speech, kid speaking",speech
Sbo4kYSnOuk_000010.mp4,dog barking,others
XBFCKv_FuXA_000030.mp4,"male speech, man speaking",speech
vZubQOYf7-Q_000040.mp4,playing accordion,music
